"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",-1.59087910267331,0.16277306509433,0.019672315388708,0.11715412527978,0.0330561877623934,0.00182432213681581,0.0339023969087616,0.0137287545947536,0.0168658904291811,0.000362779442996038
"2",1.03901532659822,-0.878149945053657,0.019672315388708,0.11715412527978,0.0330561877623934,0.00182432213681581,0.0339023969087616,0.0137287545947536,0.0168658904291811,0.000362779442996038
"3",1.03901532659822,0.16277306509433,-0.342199765199855,0.11715412527978,0.0330561877623934,0.00182432213681581,0.0339023969087616,0.0137287545947536,0.0168658904291811,0.000362779442996038
"4",1.03901532659822,0.16277306509433,0.019672315388708,-0.765938241926321,0.0330561877623934,0.00182432213681581,0.0339023969087616,0.0137287545947536,0.0168658904291811,0.000362779442996038
"5",1.03901532659822,0.16277306509433,0.019672315388708,0.11715412527978,-0.436031162400551,0.00182432213681581,0.0339023969087616,0.0137287545947536,0.0168658904291811,0.000362779442996038
"6",1.03901532659822,0.16277306509433,0.019672315388708,0.11715412527978,0.0330561877623934,-0.108374791706595,0.0339023969087616,0.0137287545947536,0.0168658904291811,0.000362779442996038
"7",1.03901532659822,0.16277306509433,0.019672315388708,0.11715412527978,0.0330561877623934,0.00182432213681581,-0.441151122839047,0.0137287545947536,0.0168658904291811,0.000362779442996038
"8",1.03901532659822,0.16277306509433,0.019672315388708,0.11715412527978,0.0330561877623934,0.00182432213681581,0.0339023969087616,-0.288574560105452,0.0168658904291811,0.000362779442996038
"9",1.03901532659822,0.16277306509433,0.019672315388708,0.11715412527978,0.0330561877623934,0.00182432213681581,0.0339023969087616,0.0137287545947536,-0.318201355082363,0.000362779442996038
"10",1.03901532659822,0.16277306509433,0.019672315388708,0.11715412527978,0.0330561877623934,0.00182432213681581,0.0339023969087616,0.0137287545947536,0.0168658904291811,-0.0487787504541093
